日期,類型,分類,金額,帳戶,備註
2020-04-13,支出,餐飲 > 早餐,102,現金,飯糰
2020-04-13,支出,餐飲 > 午餐,95,現金,排骨飯
2020-04-13,支出,餐飲 > 晚餐,102,現金,涮涮鍋
2020-04-13,支出,交通 > 公車/捷運,20,現金,悠遊卡加值
2020-04-14,支出,餐飲 > 早餐,90,現金,麥當勞早餐
2020-04-14,支出,餐飲 > 午餐,160,信用卡,排骨飯
2020-04-14,支出,餐飲 > 飲料,150,信用卡,珍珠奶茶
2020-04-14,支出,餐飲 > 點心,55,現金,車輪餅
2020-04-14,支出,交通 > 公車/捷運,20,現金,捷運通勤
2020-04-15,支出,餐飲 > 午餐,198,信用卡,定食
2020-04-15,支出,餐飲 > 晚餐,160,信用卡,涮涮鍋
2020-04-15,支出,交通 > 公車/捷運,35,現金,捷運通勤
2020-04-16,支出,居住 > 水電費,2036,銀行帳戶,水電瓦斯費
2020-04-16,支出,餐飲 > 早餐,68,現金,7-11早餐
2020-04-16,支出,交通 > 公車/捷運,20,現金,捷運通勤
2020-04-17,支出,餐飲 > 早餐,86,信用卡,全家早餐
2020-04-17,支出,餐飲 > 午餐,146,現金,便當
2020-04-17,支出,餐飲 > 飲料,148,現金,星巴克
2020-04-18,支出,居住 > 網路費,799,銀行帳戶,光世代月租費
2020-04-18,支出,餐飲 > 早餐,85,信用卡,7-11早餐
2020-04-18,支出,餐飲 > 午餐,189,現金,牛肉麵
2020-04-18,支出,餐飲 > 晚餐,175,信用卡,泰式料理
2020-04-18,支出,餐飲 > 點心,108,現金,可頌
2020-04-19,支出,餐飲 > 早餐,88,現金,吐司
2020-04-19,支出,餐飲 > 午餐,219,現金,拉麵
2020-04-19,支出,餐飲 > 晚餐,263,信用卡,夜市小吃
2020-04-20,支出,餐飲 > 早餐,38,信用卡,7-11早餐
2020-04-20,支出,餐飲 > 午餐,200,信用卡,鐵板燒
2020-04-20,支出,餐飲 > 晚餐,199,現金,熱炒
2020-04-20,支出,餐飲 > 飲料,96,信用卡,可不可
2020-04-21,支出,餐飲 > 午餐,124,現金,小吃店
2020-04-21,支出,餐飲 > 晚餐,492,信用卡,水餃
2020-04-21,支出,餐飲 > 飲料,125,現金,五十嵐
2020-04-21,支出,娛樂 > 電影/影音,199,現金,Friday影音
2020-04-22,支出,餐飲 > 早餐,42,現金,燒餅油條
2020-04-22,支出,餐飲 > 午餐,214,信用卡,便當
2020-04-22,支出,餐飲 > 晚餐,394,現金,燒烤
2020-04-22,支出,餐飲 > 飲料,80,信用卡,手搖飲
2020-04-22,支出,餐飲 > 點心,105,現金,蛋糕
2020-04-23,支出,餐飲 > 早餐,47,信用卡,豆漿店
2020-04-23,支出,餐飲 > 午餐,120,信用卡,鐵板燒
2020-04-23,支出,餐飲 > 晚餐,329,信用卡,日本料理
2020-04-24,支出,餐飲 > 早餐,72,現金,美而美早餐
2020-04-24,支出,餐飲 > 午餐,226,信用卡,定食
2020-04-24,支出,餐飲 > 點心,107,信用卡,車輪餅
2020-04-24,支出,交通 > 公車/捷運,65,現金,悠遊卡儲值
2020-04-25,支出,餐飲 > 午餐,102,信用卡,簡餐
2020-04-25,支出,餐飲 > 晚餐,187,現金,披薩
2020-04-25,支出,餐飲 > 飲料,100,現金,迷客夏
2020-04-25,支出,餐飲 > 點心,79,信用卡,鬆餅
2020-04-26,支出,餐飲 > 早餐,47,信用卡,燒餅油條
2020-04-26,支出,餐飲 > 午餐,137,現金,簡餐
2020-04-26,支出,餐飲 > 晚餐,97,信用卡,火鍋
2020-04-26,支出,餐飲 > 飲料,61,現金,拿鐵
2020-04-27,支出,餐飲 > 早餐,111,信用卡,7-11早餐
2020-04-27,支出,餐飲 > 午餐,247,現金,咖哩飯
2020-04-27,支出,餐飲 > 飲料,60,信用卡,珍珠奶茶
2020-04-27,支出,交通 > 公車/捷運,50,現金,悠遊卡加值
2020-04-28,收入,兼職,5657,銀行帳戶,家教收入
2020-04-28,支出,餐飲 > 早餐,97,現金,7-11早餐
2020-04-28,支出,餐飲 > 午餐,189,現金,滷肉飯
2020-04-28,支出,交通 > 公車/捷運,30,現金,捷運通勤
2020-04-28,支出,娛樂 > 電影/影音,380,現金,Disney+
2020-04-29,支出,餐飲 > 午餐,249,信用卡,自助餐
2020-04-29,支出,餐飲 > 晚餐,278,現金,自己煮
2020-04-29,支出,交通 > 公車/捷運,32,現金,捷運
2020-04-29,支出,購物 > 日用品,620,現金,垃圾袋
2020-04-30,支出,餐飲 > 午餐,101,信用卡,鐵板燒
2020-04-30,支出,餐飲 > 晚餐,467,現金,夜市小吃
2020-04-30,支出,餐飲 > 飲料,134,信用卡,可不可
2020-05-01,支出,餐飲 > 午餐,226,現金,自助餐
2020-05-01,支出,交通 > 公車/捷運,30,現金,捷運通勤
2020-05-01,支出,教育 > 學費,28705,信用卡,證照班
2020-05-01,支出,教育 > 書籍,264,現金,語言學習書
2020-05-02,支出,餐飲 > 午餐,232,信用卡,牛肉麵
2020-05-02,支出,餐飲 > 點心,79,信用卡,紅豆餅
2020-05-03,支出,居住 > 房租/房貸,17533,銀行帳戶,每月房租
2020-05-03,支出,餐飲 > 午餐,213,信用卡,自助餐
2020-05-03,支出,餐飲 > 晚餐,155,現金,熱炒
2020-05-03,支出,餐飲 > 點心,66,信用卡,鬆餅
2020-05-03,支出,購物 > 服飾,2331,信用卡,洋裝
2020-05-04,支出,餐飲 > 早餐,86,現金,燒餅油條
2020-05-04,支出,餐飲 > 午餐,182,現金,拉麵
2020-05-04,支出,餐飲 > 飲料,95,現金,迷客夏
2020-05-04,支出,交通 > 公車/捷運,35,現金,悠遊卡儲值
2020-05-05,支出,餐飲 > 午餐,138,現金,滷肉飯
2020-05-05,支出,交通 > 公車/捷運,40,現金,悠遊卡加值
2020-05-06,收入,薪資,63588,銀行帳戶,2020年5月薪資
2020-05-06,支出,餐飲 > 午餐,175,現金,義大利麵
2020-05-06,支出,餐飲 > 晚餐,113,信用卡,披薩
2020-05-06,支出,餐飲 > 點心,138,現金,餅乾
2020-05-06,支出,交通 > 公車/捷運,30,現金,悠遊卡儲值
2020-05-07,支出,餐飲 > 早餐,94,信用卡,全家早餐
2020-05-07,支出,餐飲 > 午餐,141,信用卡,簡餐
2020-05-07,支出,餐飲 > 晚餐,170,信用卡,水餃
2020-05-08,支出,餐飲 > 早餐,108,現金,麥當勞早餐
2020-05-08,支出,餐飲 > 午餐,132,信用卡,雞腿飯
2020-05-08,支出,餐飲 > 晚餐,90,現金,鹹酥雞
2020-05-08,支出,交通 > 計程車/Uber,229,信用卡,Uber回家
2020-05-09,支出,餐飲 > 早餐,94,信用卡,吐司
2020-05-09,支出,餐飲 > 午餐,181,現金,便當
2020-05-09,支出,餐飲 > 晚餐,419,信用卡,夜市小吃
2020-05-10,支出,餐飲 > 早餐,70,信用卡,豆漿店
2020-05-10,支出,餐飲 > 午餐,212,現金,便當
2020-05-11,支出,餐飲 > 午餐,187,信用卡,拉麵
2020-05-11,支出,餐飲 > 晚餐,378,現金,自己煮
2020-05-11,支出,交通 > 公車/捷運,48,現金,公車
2020-05-12,支出,餐飲 > 早餐,47,信用卡,美而美早餐
2020-05-12,支出,餐飲 > 午餐,223,現金,雞腿飯
2020-05-12,支出,交通 > 公車/捷運,32,現金,捷運
2020-05-12,支出,購物 > 日用品,685,信用卡,衛生紙
2020-05-13,支出,餐飲 > 午餐,242,現金,簡餐
2020-05-13,支出,交通 > 公車/捷運,32,現金,捷運
2020-05-14,支出,餐飲 > 早餐,107,信用卡,美而美早餐
2020-05-14,支出,餐飲 > 午餐,126,現金,簡餐
2020-05-14,支出,餐飲 > 晚餐,170,信用卡,炒飯
2020-05-14,支出,餐飲 > 飲料,150,信用卡,珍珠奶茶
2020-05-14,支出,交通 > 公車/捷運,25,現金,捷運
2020-05-14,支出,購物 > 日用品,451,現金,洗衣精
2020-05-15,支出,餐飲 > 早餐,89,信用卡,飯糰
2020-05-15,支出,餐飲 > 午餐,216,現金,排骨飯
2020-05-15,支出,餐飲 > 晚餐,87,信用卡,燒烤
2020-05-15,支出,娛樂 > 運動健身,1127,現金,游泳池
2020-05-16,支出,居住 > 水電費,1982,銀行帳戶,自來水費
2020-05-16,支出,餐飲 > 早餐,84,信用卡,美而美早餐
2020-05-16,支出,餐飲 > 午餐,91,信用卡,滷肉飯
2020-05-16,支出,餐飲 > 晚餐,346,信用卡,滷味
2020-05-17,支出,餐飲 > 晚餐,196,現金,披薩
2020-05-17,支出,交通 > 計程車/Uber,358,現金,Uber叫車
2020-05-18,支出,居住 > 網路費,499,銀行帳戶,光世代月租費
2020-05-18,支出,餐飲 > 午餐,216,現金,咖哩飯
2020-05-18,支出,交通 > 公車/捷運,20,現金,捷運
2020-05-19,支出,餐飲 > 早餐,115,現金,豆漿店
2020-05-19,支出,餐飲 > 午餐,105,信用卡,咖哩飯
2020-05-19,支出,餐飲 > 晚餐,150,信用卡,涮涮鍋
2020-05-20,支出,餐飲 > 午餐,131,信用卡,排骨飯
2020-05-20,支出,餐飲 > 晚餐,162,現金,夜市小吃
2020-05-20,支出,交通 > 加油,682,現金,全國加油站
2020-05-20,支出,娛樂 > 運動健身,745,現金,健身房月費
2020-05-21,支出,餐飲 > 早餐,100,現金,全家早餐
2020-05-21,支出,餐飲 > 晚餐,313,信用卡,泰式料理
2020-05-21,支出,餐飲 > 點心,52,現金,可頌
2020-05-21,支出,交通 > 公車/捷運,35,現金,捷運
2020-05-21,支出,娛樂 > 電影/影音,320,信用卡,YouTube Premium
2020-05-22,支出,餐飲 > 午餐,123,信用卡,牛肉麵
2020-05-23,支出,餐飲 > 早餐,84,信用卡,飯糰
2020-05-23,支出,餐飲 > 午餐,122,現金,麵店
2020-05-23,支出,餐飲 > 晚餐,110,現金,熱炒
2020-05-23,支出,購物 > 日用品,218,信用卡,清潔用品
2020-05-24,支出,餐飲 > 早餐,38,現金,蛋餅
2020-05-24,支出,餐飲 > 晚餐,290,信用卡,火鍋
2020-05-24,支出,餐飲 > 飲料,115,現金,迷客夏
2020-05-25,支出,餐飲 > 晚餐,432,現金,滷味
2020-05-25,支出,交通 > 公車/捷運,40,現金,捷運通勤
2020-05-26,支出,餐飲 > 早餐,55,信用卡,蛋餅
2020-05-26,支出,餐飲 > 晚餐,331,信用卡,韓式料理
2020-05-26,支出,餐飲 > 飲料,106,現金,可不可
2020-05-27,支出,餐飲 > 早餐,98,信用卡,三明治
2020-05-27,支出,餐飲 > 午餐,207,現金,自助餐
2020-05-27,支出,餐飲 > 晚餐,98,現金,涮涮鍋
2020-05-27,支出,餐飲 > 飲料,112,現金,清心
2020-05-27,支出,娛樂 > 電影/影音,299,信用卡,YouTube Premium
2020-05-28,支出,餐飲 > 早餐,114,信用卡,三明治
2020-05-28,支出,餐飲 > 午餐,109,現金,鐵板燒
2020-05-28,支出,餐飲 > 晚餐,81,信用卡,自己煮
2020-05-28,支出,交通 > 公車/捷運,50,現金,公車
2020-05-29,支出,餐飲 > 午餐,107,信用卡,咖哩飯
2020-05-29,支出,餐飲 > 晚餐,141,信用卡,韓式料理
2020-05-30,支出,餐飲 > 早餐,92,信用卡,燒餅油條
2020-05-30,支出,餐飲 > 晚餐,335,現金,夜市小吃
2020-05-31,支出,餐飲 > 午餐,124,現金,自助餐
2020-05-31,支出,餐飲 > 晚餐,387,信用卡,夜市小吃
2020-06-01,支出,居住 > 房租/房貸,15413,銀行帳戶,每月房租
2020-06-01,支出,餐飲 > 早餐,72,信用卡,美而美早餐
2020-06-01,支出,餐飲 > 午餐,234,信用卡,定食
2020-06-01,支出,餐飲 > 晚餐,240,現金,韓式料理
2020-06-01,支出,餐飲 > 飲料,109,信用卡,清心
2020-06-01,支出,餐飲 > 點心,120,現金,紅豆餅
2020-06-01,支出,交通 > 公車/捷運,35,現金,悠遊卡儲值
2020-06-02,支出,居住 > 管理費,2186,銀行帳戶,社區管理費
2020-06-02,支出,餐飲 > 午餐,216,信用卡,定食
2020-06-02,支出,餐飲 > 晚餐,86,現金,火鍋
2020-06-02,支出,餐飲 > 飲料,48,現金,珍珠奶茶
2020-06-03,支出,餐飲 > 午餐,218,現金,牛肉麵
2020-06-03,支出,餐飲 > 飲料,178,現金,迷客夏
2020-06-03,支出,交通 > 公車/捷運,50,現金,公車
2020-06-03,轉出,現金,10000,現金,存款
2020-06-03,轉入,銀行帳戶,10000,銀行帳戶,存款
2020-06-04,收入,薪資,64013,銀行帳戶,2020年6月薪資
2020-06-04,支出,餐飲 > 午餐,221,現金,便當
2020-06-04,支出,餐飲 > 晚餐,183,信用卡,涮涮鍋
2020-06-04,支出,餐飲 > 飲料,129,現金,迷客夏
2020-06-04,支出,交通 > 公車/捷運,25,現金,悠遊卡儲值
2020-06-05,支出,餐飲 > 早餐,106,信用卡,美而美早餐
2020-06-05,支出,餐飲 > 午餐,145,現金,牛肉麵
2020-06-05,支出,餐飲 > 晚餐,159,現金,日本料理
2020-06-05,支出,購物 > 日用品,153,信用卡,洗衣精
2020-06-06,支出,餐飲 > 早餐,44,信用卡,吐司
2020-06-06,支出,餐飲 > 午餐,127,現金,鐵板燒
2020-06-06,支出,餐飲 > 晚餐,292,信用卡,熱炒
2020-06-06,支出,餐飲 > 飲料,89,信用卡,拿鐵
2020-06-07,支出,餐飲 > 晚餐,422,信用卡,鹹酥雞
2020-06-07,支出,餐飲 > 飲料,97,現金,清心
2020-06-08,支出,餐飲 > 午餐,212,信用卡,義大利麵
2020-06-08,支出,餐飲 > 點心,144,現金,泡芙
2020-06-08,支出,交通 > 公車/捷運,20,現金,捷運通勤
2020-06-09,支出,餐飲 > 早餐,115,現金,飯糰
2020-06-09,支出,餐飲 > 午餐,132,信用卡,雞腿飯
2020-06-09,支出,餐飲 > 飲料,74,現金,果汁
2020-06-09,支出,交通 > 公車/捷運,20,現金,悠遊卡儲值
2020-06-10,支出,餐飲 > 午餐,195,信用卡,拉麵
2020-06-10,支出,餐飲 > 晚餐,279,現金,夜市小吃
2020-06-10,支出,餐飲 > 飲料,51,現金,迷客夏
2020-06-10,支出,交通 > 公車/捷運,50,現金,悠遊卡儲值
2020-06-11,支出,餐飲 > 午餐,249,現金,簡餐
2020-06-11,支出,餐飲 > 晚餐,192,現金,披薩
2020-06-11,支出,餐飲 > 飲料,174,信用卡,清心
2020-06-11,支出,餐飲 > 點心,116,信用卡,麵包
2020-06-11,支出,交通 > 公車/捷運,50,現金,捷運通勤
2020-06-11,支出,交通 > 加油,1721,信用卡,全國加油站
2020-06-12,支出,餐飲 > 早餐,79,現金,飯糰
2020-06-12,支出,餐飲 > 飲料,82,現金,五十嵐
2020-06-12,支出,交通 > 公車/捷運,25,現金,悠遊卡加值
2020-06-13,支出,餐飲 > 早餐,105,現金,豆漿店
2020-06-13,支出,餐飲 > 午餐,144,現金,小吃店
2020-06-13,支出,餐飲 > 晚餐,329,信用卡,自己煮
2020-06-13,支出,餐飲 > 飲料,95,現金,綠茶
2020-06-14,支出,餐飲 > 早餐,109,現金,燒餅油條
2020-06-14,支出,餐飲 > 午餐,160,信用卡,麵店
2020-06-14,支出,餐飲 > 晚餐,206,現金,披薩
2020-06-15,支出,餐飲 > 早餐,80,信用卡,蛋餅
2020-06-15,支出,餐飲 > 午餐,124,現金,定食
2020-06-15,支出,餐飲 > 晚餐,151,現金,泰式料理
2020-06-16,支出,餐飲 > 早餐,110,現金,7-11早餐
2020-06-16,支出,餐飲 > 午餐,219,信用卡,雞腿飯
2020-06-16,支出,餐飲 > 晚餐,267,信用卡,韓式料理
2020-06-17,支出,居住 > 水電費,1369,銀行帳戶,本月電費
2020-06-17,支出,餐飲 > 早餐,65,現金,吐司
2020-06-17,支出,餐飲 > 午餐,120,現金,咖哩飯
2020-06-18,支出,餐飲 > 早餐,82,現金,7-11早餐
2020-06-18,支出,餐飲 > 午餐,212,信用卡,拉麵
2020-06-18,支出,餐飲 > 晚餐,312,現金,火鍋
2020-06-18,支出,購物 > 日用品,404,現金,廚房紙巾
2020-06-19,支出,餐飲 > 早餐,57,信用卡,飯糰
2020-06-19,支出,餐飲 > 午餐,247,現金,義大利麵
2020-06-19,支出,餐飲 > 晚餐,194,信用卡,自己煮
2020-06-19,支出,交通 > 加油,784,信用卡,台塑加油
2020-06-19,轉出,銀行帳戶,3000,銀行帳戶,繳信用卡費
2020-06-19,轉入,信用卡,3000,信用卡,繳信用卡費
2020-06-20,支出,居住 > 網路費,599,信用卡,光世代月租費
2020-06-20,支出,餐飲 > 早餐,54,現金,美而美早餐
2020-06-20,支出,餐飲 > 午餐,110,現金,拉麵
2020-06-21,支出,餐飲 > 早餐,40,現金,燒餅油條
2020-06-21,支出,餐飲 > 午餐,114,現金,咖哩飯
2020-06-21,支出,餐飲 > 晚餐,165,信用卡,日本料理
2020-06-22,支出,餐飲 > 晚餐,390,信用卡,涮涮鍋
2020-06-22,支出,交通 > 公車/捷運,25,現金,悠遊卡加值
2020-06-23,支出,餐飲 > 午餐,196,現金,小吃店
2020-06-23,支出,餐飲 > 晚餐,147,現金,火鍋
2020-06-23,支出,餐飲 > 飲料,164,信用卡,路易莎咖啡
2020-06-23,支出,交通 > 公車/捷運,65,現金,悠遊卡加值
2020-06-23,支出,交通 > 計程車/Uber,372,現金,Uber叫車
2020-06-24,支出,餐飲 > 晚餐,412,信用卡,夜市小吃
2020-06-24,支出,購物 > 日用品,425,現金,保鮮膜
2020-06-25,支出,餐飲 > 早餐,108,現金,飯糰
2020-06-25,支出,餐飲 > 午餐,202,現金,定食
2020-06-25,支出,餐飲 > 晚餐,386,信用卡,泰式料理
2020-06-25,支出,餐飲 > 飲料,36,現金,可不可
2020-06-25,支出,餐飲 > 點心,113,現金,泡芙
2020-06-25,支出,交通 > 公車/捷運,20,現金,捷運通勤
2020-06-26,支出,餐飲 > 早餐,113,信用卡,飯糰
2020-06-26,支出,餐飲 > 午餐,185,信用卡,麵店
2020-06-26,支出,餐飲 > 晚餐,364,信用卡,泰式料理
2020-06-27,收入,稿費,9100,銀行帳戶,文章稿費
2020-06-27,支出,餐飲 > 早餐,55,現金,麥當勞早餐
2020-06-27,支出,餐飲 > 午餐,166,現金,麵店
2020-06-27,支出,餐飲 > 晚餐,405,現金,燒烤
2020-06-27,支出,餐飲 > 飲料,72,信用卡,五十嵐
2020-06-28,支出,餐飲 > 早餐,86,信用卡,燒餅油條
2020-06-28,支出,餐飲 > 午餐,124,信用卡,簡餐
2020-06-28,支出,餐飲 > 晚餐,416,信用卡,韓式料理
2020-06-28,支出,餐飲 > 飲料,165,現金,五十嵐
2020-06-28,支出,交通 > 計程車/Uber,222,現金,計程車
2020-06-29,支出,餐飲 > 早餐,86,現金,吐司
2020-06-29,支出,餐飲 > 午餐,97,現金,義大利麵
2020-06-29,支出,餐飲 > 晚餐,366,信用卡,自己煮
2020-06-29,轉出,銀行帳戶,2000,銀行帳戶,提款
2020-06-29,轉入,現金,2000,現金,提款
2020-06-30,支出,餐飲 > 早餐,48,現金,吐司
2020-06-30,支出,餐飲 > 午餐,109,信用卡,義大利麵
2020-07-01,支出,餐飲 > 早餐,93,現金,蛋餅
2020-07-01,支出,餐飲 > 午餐,97,信用卡,雞腿飯
2020-07-01,支出,餐飲 > 晚餐,192,現金,燒烤
2020-07-01,支出,餐飲 > 飲料,125,現金,迷客夏
2020-07-01,支出,交通 > 公車/捷運,20,現金,捷運
2020-07-02,支出,餐飲 > 早餐,80,現金,燒餅油條
2020-07-02,支出,餐飲 > 午餐,128,信用卡,排骨飯
2020-07-02,支出,餐飲 > 晚餐,456,現金,涮涮鍋
2020-07-02,支出,餐飲 > 飲料,93,現金,珍珠奶茶
2020-07-02,支出,交通 > 公車/捷運,20,現金,悠遊卡儲值
2020-07-03,支出,居住 > 房租/房貸,17654,銀行帳戶,每月房租
2020-07-03,支出,餐飲 > 午餐,90,信用卡,牛肉麵
2020-07-03,支出,餐飲 > 晚餐,332,信用卡,鹹酥雞
2020-07-03,支出,餐飲 > 飲料,165,信用卡,美式咖啡
2020-07-03,支出,交通 > 公車/捷運,16,現金,悠遊卡加值
2020-07-04,支出,餐飲 > 早餐,57,信用卡,全家早餐
2020-07-04,支出,餐飲 > 午餐,197,信用卡,排骨飯
2020-07-04,支出,餐飲 > 晚餐,425,現金,滷味
2020-07-05,支出,餐飲 > 早餐,113,信用卡,三明治
2020-07-05,支出,餐飲 > 午餐,188,現金,拉麵
2020-07-05,支出,餐飲 > 晚餐,270,信用卡,涮涮鍋
2020-07-06,收入,薪資,61498,銀行帳戶,2020年7月薪資
2020-07-06,支出,餐飲 > 午餐,222,信用卡,定食
2020-07-06,支出,餐飲 > 晚餐,154,現金,鹹酥雞
2020-07-06,支出,交通 > 公車/捷運,50,現金,悠遊卡加值
2020-07-07,支出,餐飲 > 早餐,85,現金,美而美早餐
2020-07-07,支出,餐飲 > 午餐,145,信用卡,定食
2020-07-07,支出,餐飲 > 晚餐,310,信用卡,泰式料理
2020-07-07,支出,餐飲 > 飲料,178,信用卡,拿鐵
2020-07-07,支出,餐飲 > 點心,45,信用卡,車輪餅
2020-07-07,支出,交通 > 公車/捷運,65,現金,悠遊卡加值
2020-07-08,支出,餐飲 > 早餐,92,現金,飯糰
2020-07-08,支出,餐飲 > 午餐,198,現金,定食
2020-07-08,支出,餐飲 > 晚餐,493,信用卡,滷味
2020-07-08,支出,購物 > 日用品,302,現金,沐浴乳
2020-07-09,支出,餐飲 > 早餐,69,信用卡,豆漿店
2020-07-09,支出,餐飲 > 晚餐,265,信用卡,滷味
2020-07-09,支出,餐飲 > 飲料,40,現金,迷客夏
2020-07-09,支出,交通 > 公車/捷運,20,現金,捷運通勤
2020-07-09,支出,購物 > 服飾,1335,信用卡,褲子
2020-07-10,支出,餐飲 > 早餐,38,信用卡,吐司
2020-07-10,支出,餐飲 > 午餐,101,現金,滷肉飯
2020-07-10,支出,餐飲 > 晚餐,123,信用卡,泰式料理
2020-07-10,支出,餐飲 > 飲料,107,信用卡,清心
2020-07-10,支出,餐飲 > 點心,97,現金,麵包
2020-07-10,支出,交通 > 公車/捷運,35,現金,公車
2020-07-11,支出,餐飲 > 早餐,52,現金,燒餅油條
2020-07-11,支出,餐飲 > 午餐,241,信用卡,義大利麵
2020-07-11,支出,餐飲 > 晚餐,353,信用卡,自己煮
2020-07-12,支出,餐飲 > 早餐,101,現金,三明治
2020-07-12,支出,餐飲 > 午餐,216,現金,排骨飯
2020-07-12,支出,交通 > 計程車/Uber,320,信用卡,機場計程車
2020-07-12,支出,交通 > 停車費,50,現金,停車場
2020-07-13,支出,餐飲 > 早餐,85,現金,美而美早餐
2020-07-13,支出,餐飲 > 午餐,245,信用卡,定食
2020-07-13,支出,餐飲 > 晚餐,214,現金,滷味
2020-07-13,支出,購物 > 日用品,576,信用卡,洗髮精
2020-07-14,支出,居住 > 水電費,2047,銀行帳戶,自來水費
2020-07-14,支出,餐飲 > 早餐,69,信用卡,麥當勞早餐
2020-07-14,支出,餐飲 > 晚餐,228,現金,炒飯
2020-07-14,支出,購物 > 日用品,280,現金,垃圾袋
2020-07-15,支出,餐飲 > 早餐,48,信用卡,豆漿店
2020-07-15,支出,餐飲 > 午餐,192,現金,小吃店
2020-07-15,支出,餐飲 > 晚餐,87,信用卡,韓式料理
2020-07-15,支出,餐飲 > 飲料,114,信用卡,拿鐵
2020-07-15,支出,購物 > 日用品,790,現金,衛生紙
2020-07-16,支出,餐飲 > 午餐,200,現金,小吃店
